NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Study Type,Start Date,Completion Date,Locations
NCT04603482,Self-Management Intervention: Considering Needs & Preferences of Dementia Caregivers (Caregiver Career Study),https://clinicaltrials.gov/study/NCT04603482,COMPLETED,Stress|Carer Stress Syndrome|Dementia|Alzheimer's Disease|Bereavement,BEHAVIORAL: Resourcefulness training|BEHAVIORAL: Biofeedback|BEHAVIORAL: Attention Control,Case Western Reserve University,,ALL,"ADULT, OLDER_ADULT",NA,328,INTERVENTIONAL,2021-01-08,2024-06-30,"CWRU School of Nursing, Cleveland, Ohio, 44106, United States"
NCT05444244,A Relational Research Recruitment and Engagement Intervention for Cognitive Aging Research,https://clinicaltrials.gov/study/NCT05444244,COMPLETED,Dementia|Cognitive Dysfunction|Alzheimer Disease|Lewy Body Disease|Frontotemporal Dementia,OTHER: Relational Research Recruitment and Engagement Intervention,"University of Wisconsin, Madison",National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,182,INTERVENTIONAL,2022-08-01,2023-05-31,"University of Wisconsin-Madison, Madison, Wisconsin, 53705, United States"
NCT05159557,In-Home Technology for Caregivers of People With Dementia and Mild Cognitive Impairment: Wearables,https://clinicaltrials.gov/study/NCT05159557,COMPLETED,Dementia|Mild Cognitive Impairment|Alzheimer Disease,DEVICE: In-Home Technology System|DEVICE: Limited In-Home Technology,"University of California, Berkeley","People Power Company|National Institute on Aging (NIA)|University of California, San Francisco",ALL,"ADULT, OLDER_ADULT",NA,63,INTERVENTIONAL,2022-08-22,2024-03-25,"University of California, Berkeley, Berkeley, California, 94720, United States"
NCT05159583,In-Home Technology for Caregivers of People With Dementia and Mild Cognitive Impairment: Rural Homes,https://clinicaltrials.gov/study/NCT05159583,COMPLETED,Dementia|Mild Cognitive Impairment|Alzheimer Disease,DEVICE: In-Home Technology System|DEVICE: Limited In-Home Technology,"University of California, Berkeley","People Power Company|National Institute on Aging (NIA)|University of California, San Francisco",ALL,"ADULT, OLDER_ADULT",NA,15,INTERVENTIONAL,2022-08-22,2024-01-30,"University of California, Berkeley, Berkeley, California, 94720, United States"
NCT03001557,Study of Lemborexant for Irregular Sleep-Wake Rhythm Disorder and Mild to Moderate Alzheimer's Disease Dementia,https://clinicaltrials.gov/study/NCT03001557,COMPLETED,Irregular Sleep-Wake Rhythm Disorder,DRUG: Lemborexant 2.5 mg|DRUG: Lemborexant 5 mg|DRUG: Lemborexant 10 mg|DRUG: Lemborexant 15 mg|DRUG: Lemborexant-matched placebo,Eisai Inc.,Purdue Pharma LP,ALL,"ADULT, OLDER_ADULT",PHASE2,63,INTERVENTIONAL,2016-12-20,2020-04-17,"Facility #1, Little Rock, Arkansas, 72205, United States|Facility #1, Rogers, Arkansas, 72758, United States|Facility #1, Costa Mesa, California, 92626, United States|Facility #1, Fullerton, California, 92835, United States|Facility #1, Glendale, California, 91206, United States|Facility #1, Irvine, California, 92614, United States|Facility #1, Irvine, California, 92618, United States|Facility #1, La Jolla, California, 92037-0949, United States|Facility #1, San Diego, California, 92103, United States|Facility #1, Santa Monica, California, 90404, United States|Facility #1, Bradenton, Florida, 34205, United States|Facility #1, Brandon, Florida, 33511, United States|Facility #1, Brooksville, Florida, 34601, United States|Facility #1, Hallandale Beach, Florida, 33009, United States|Facility #1, Miami Lakes, Florida, 33014, United States|Facility #1, Miami Springs, Florida, 33016, United States|Facility #1, Miami, Florida, 33137, United States|Facility #1, Miami, Florida, 33165, United States|Facility #1, Orlando, Florida, 32806, United States|Facility #2, Orlando, Florida, 32806, United States|Facility #1, Sunrise, Florida, 33351, United States|Facility #2, Tampa, Florida, 33613, United States|Facility #1, Atlanta, Georgia, 30331, United States|Facility #1, Columbus, Georgia, 31909, United States|Facility #1, Macon, Georgia, 31201, United States|Facility #1, Wichita, Kansas, 67207, United States|Facility #1, Belmont, Massachusetts, 02478, United States|Nevada Senior Services (NSS) Adult Day Care Center, Henderson, Nevada, United States|Facility #1, Las Vegas, Nevada, 89104, United States|Facility #1, Toms River, New Jersey, 08755, United States|Facility #2, Toms River, New Jersey, 08755, United States|Facility #1, Charlotte, North Carolina, 28270, United States|Facility #2, Durham, North Carolina, 27705, United States|Facility #1, Raleigh, North Carolina, 27612, United States|Facility #1, Norristown, Pennsylvania, 19401, United States|Facility #1, Willow Grove, Pennsylvania, 19090, United States|Facility #1, Columbia, South Carolina, 29203, United States|Eisai Trial Site #1, Nagoya, Aichi, 451-8511, Japan|Eisai Trial Site #1, Fujisawa, Kanagawa, 251-0038, Japan|Eisai Trial Site #1, Kawasaki-shi, Kanagawa, 210-0852, Japan|Eisai Trial Site #1, Wako, Saitama, 351-0111, Japan|Eisai Trial Site #1, Kodaira, Tokyo, 187-8551, Japan|Eisai Trial Site #1, Setagaya, Tokyo, 156-0041, Japan|Eisai Trial Site #1, Shinjuku, Tokyo, 169-0073, Japan|Eisai Trial Site #1, Tachikawa-shi, Tokyo, 190-8531, Japan|Brighton and Sussex Medical School, Brighton, East Sussex, BN1 9PX, United Kingdom|Cognitive Treatment and Research Unit, Crowborough, East Sussex, TN6 1NY, United Kingdom|University of Edinburgh - PPDS, Edinburgh, EH1 64UX, United Kingdom"
NCT02380703,Aggression Prevention Training for Caregivers of Persons With Dementia (APT),https://clinicaltrials.gov/study/NCT02380703,COMPLETED,Dementia|Pain|Alzheimer's Disease|Aggression|Depression|Interpersonal Relations,BEHAVIORAL: Aggression Prevention Training (APT)|OTHER: Enhanced Usual Primary Care (EU-PC),Baylor College of Medicine,National Institute of Nursing Research (NINR),ALL,"CHILD, ADULT, OLDER_ADULT",NA,239,INTERVENTIONAL,2015-02-05,2018-10-23,
NCT04445831,"A Study to Evaluate the Safety, Tolerability and Immunogenicity of Tau Targeted Vaccines in Participants With Early Alzheimer's Disease",https://clinicaltrials.gov/study/NCT04445831,COMPLETED,Alzheimer's Disease|Cognitive Impairment|Tauopathies|Mild Cognitive Impairment|Dementia|Brain Diseases|Central Nervous System Diseases,BIOLOGICAL: ACI-35.030|BIOLOGICAL: ACI-35.030|BIOLOGICAL: ACI-35.030|OTHER: Placebo|BIOLOGICAL: JACI-35.054|BIOLOGICAL: JACI-35.054,AC Immune SA,"Janssen Research & Development, LLC",ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,57,INTERVENTIONAL,2019-07-31,2023-09-05,"Clinical Research Services Helsinki, Helsinki, Finland|Itä-Suomen Yliopisto - Kuopion Kampus, Kuopio, Finland|Clinical Research Services Turku, Turku, Finland|Brain Research Center - Den Bosch, 's-Hertogenbosch, Netherlands|Brain Research Center - Amsterdam, Amsterdam, Netherlands|Minnesmottagningen - Sahlgrenska Universitetssjukhuset - Mölndal Sjukhus, Mölndal, Sweden|Kognitiv Mottagning - Karolinska Universitetssjukhuset - Huddinge, Stockholm, Sweden|Edinburgh Clinical Research Facility, Edinburgh, United Kingdom|University College London Hospitals NHS Foundation Trust, London, United Kingdom"
NCT04265378,Cognitive Training and Brain Stimulation in Prodromal Alzheimer's Disease,https://clinicaltrials.gov/study/NCT04265378,COMPLETED,Subjective Cognitive Decline|Mild Cognitive Impairment,DEVICE: anodal tDCS|BEHAVIORAL: Intensive cognitive training,University Medicine Greifswald,,ALL,"ADULT, OLDER_ADULT",NA,46,INTERVENTIONAL,2019-05-01,2022-10-10,"University Medicine Greifswald, Greifswald, 17475, Germany"
NCT03333837,Improvisational Movement for People With Memory Loss and Their Caregivers,https://clinicaltrials.gov/study/NCT03333837,COMPLETED,Alzheimer's Disease (Incl Subtypes)|Dementia|Mild Cognitive Impairment,BEHAVIORAL: Dance Group|BEHAVIORAL: Non-Group Dance|BEHAVIORAL: Social Group|BEHAVIORAL: No Contact,Wake Forest University Health Sciences,National Center for Complementary and Integrative Health (NCCIH),ALL,"ADULT, OLDER_ADULT",NA,104,INTERVENTIONAL,2018-02-06,2021-05-26,"Wake Forest Baptist Health, Winston-Salem, North Carolina, 27104, United States"
NCT05270408,Noninvasive Brain Stimulation in Mild Cognitive Impairment and Dementia,https://clinicaltrials.gov/study/NCT05270408,COMPLETED,Alzheimer Disease|Mild Cognitive Impairment|Dementia,DEVICE: Active Transcranial direct current stimulation (STARStim 8)|DEVICE: Active Transcranial direct current stimulation (STARStim 8)|DEVICE: Sham Transcranial direct current stimulation (STARStim 8),University of Texas Southwestern Medical Center,,ALL,"ADULT, OLDER_ADULT",NA,33,INTERVENTIONAL,2022-07-13,2024-02-15,"UT Southwestern Medical Center, Dallas, Texas, 75390, United States"
NCT02750306,Safety and Efficacy of Suvorexant (MK-4305) for the Treatment of Insomnia in Participants With Alzheimer's Disease (MK-4305-061),https://clinicaltrials.gov/study/NCT02750306,COMPLETED,Sleep Initiation and Maintenance Disorders|Alzheimer Disease,DRUG: Suvorexant|DRUG: Placebo,Merck Sharp & Dohme LLC,,ALL,"ADULT, OLDER_ADULT",PHASE3,285,INTERVENTIONAL,2016-05-23,2018-09-30,
NCT04206670,In-Home Technology for Caregivers of People With Dementia and Mild Cognitive Impairment,https://clinicaltrials.gov/study/NCT04206670,COMPLETED,Dementia|Mild Cognitive Impairment|Alzheimer Disease,DEVICE: In-Home Technology System and Questionnaires|DEVICE: Waiting Control In-Home Technology System and Questionnaires,"University of California, Berkeley","People Power Company|National Institute on Aging (NIA)|University of California, San Francisco",ALL,"ADULT, OLDER_ADULT",NA,216,INTERVENTIONAL,2020-03-10,2021-12-08,"University of California, Berkeley, Berkeley, California, 94720, United States"
NCT03119259,Technology Intervention to Support Caregiving for Alzheimer's Disease (I-CARE),https://clinicaltrials.gov/study/NCT03119259,COMPLETED,"Dementia, Alzheimer Type",BEHAVIORAL: ABC Clinical Program|BEHAVIORAL: BCN,Indiana University,National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,53,INTERVENTIONAL,2019-11-25,2021-07-31,"Eskenazi Health, Indianapolis, Indiana, 46202, United States|IU Health, Indianapolis, Indiana, 46202, United States"
NCT04938648,Aligning Medications With What Matters Most,https://clinicaltrials.gov/study/NCT04938648,COMPLETED,Polypharmacy|Alzheimer Disease and Related Dementias,BEHAVIORAL: Pharmacist-led deprescribing intervention,Johns Hopkins University,Kaiser Permanente|National Institute on Aging (NIA),ALL,OLDER_ADULT,NA,138,INTERVENTIONAL,2021-06-03,2022-05-02,"Kaiser Permanente, Aurora, Colorado, 80014, United States|Johns Hopkins Bayview Medical Center, Baltimore, Maryland, 21224, United States"
NCT02767609,Measuring Cerebral Blood Flow Using Pseudo-continuous Arterial Spin Labeling Perfusion Magnetic Resonance Imaging,https://clinicaltrials.gov/study/NCT02767609,COMPLETED,Traumatic Brain Injury|Multiple Sclerosis|Alzheimer's Disease|Tumor,DEVICE: Magnetic Resonance Imaging,Loma Linda University,,ALL,"ADULT, OLDER_ADULT",NA,1,INTERVENTIONAL,2014-05,2017-03-03,
NCT05516342,LEAD IT! An App to Enable Persons With Early Stage Dementia to Lead Group Activities for Their Peers,https://clinicaltrials.gov/study/NCT05516342,COMPLETED,"Dementia, Vascular|Alzheimer Disease|Dementia, Mixed",BEHAVIORAL: LEAD IT! Programming,Hopeful Aging,,ALL,"ADULT, OLDER_ADULT",NA,182,INTERVENTIONAL,2020-11-10,2023-06-11,"The Hearthstone Institute, LLC, Winchester, Massachusetts, 01890, United States"
NCT05216315,tDCS and Cognitive Efficiency in Ageing,https://clinicaltrials.gov/study/NCT05216315,COMPLETED,Aging|Mild Cognitive Impairment|Alzheimer Disease,DEVICE: Transcranial direct current stimulation (tDCS)|DEVICE: Sham stimulation,University of Valencia,,ALL,OLDER_ADULT,NA,38,INTERVENTIONAL,2020-07-30,2023-05-30,"Faculty of Psychology, Valencia, 46010, Spain"
NCT06584656,Understanding Cerebral Blood Flow Dynamics for Alzheimer's Disease Prevention Through Exercise,https://clinicaltrials.gov/study/NCT06584656,COMPLETED,"Healthy Aging|Cognitive Function 1, Social|Cerebrovascular Circulation|Blood Flow",BEHAVIORAL: Aerobic exercise condition|BEHAVIORAL: Resistance exercise condition,Universidad de Granada,"University Hospital Virgen de las Nieves|Instituto Mixto Universitario Deporte y Salud (iMUDS)|Centro de InvestigaciÃ³n Mente, Cerebro y Comportamiento",ALL,OLDER_ADULT,NA,20,INTERVENTIONAL,2024-09-25,2025-01-02,"University of Granada, Granada, Andalucia, 18016, Spain|Mind, Brain, and Behaviour Research Centre (CIMCYC, Centro de Investigación Mente, Cerebro y Comportamiento), Granada, 18011, Spain"
NCT05599100,Virtual Training for Latino Caregivers to Manage Symptoms of Dementia,https://clinicaltrials.gov/study/NCT05599100,COMPLETED,Caregiver Burden|Alzheimer Disease|Dementia|Behavioral Symptoms,BEHAVIORAL: STAR-Caregivers Virtual Training & Follow-up (STAR-VTF),University of Washington,Kaiser Permanente|National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,16,INTERVENTIONAL,2023-05-05,2024-01-15,"University of Washington, Seattle, Washington, 98195, United States"
NCT05292248,CONFIDENCE Financial Education for Caregivers,https://clinicaltrials.gov/study/NCT05292248,COMPLETED,Caregiver Burden|Financial Stress|Dementia|Alzheimer Disease,BEHAVIORAL: Confidently Navigating Financial Decisions and Enhancing Financial Wellbeing in Dementia Caregiving,Case Western Reserve University,AARP Foundation|University of Southern California,ALL,"ADULT, OLDER_ADULT",NA,20,INTERVENTIONAL,2022-05-01,2024-03-01,"Case Western Reserve University, Cleveland, Ohio, 44106, United States"
NCT04533815,Enhancing Sleep Quality for Nursing Home Residents With Dementia,https://clinicaltrials.gov/study/NCT04533815,COMPLETED,Alzheimer Disease|Dementia|Sleep Disorder|Sleep Disturbance,BEHAVIORAL: LOCK sleep intervention,"University of Alabama, Tuscaloosa","University of Massachusetts, Lowell|The University of Texas Health Science Center, Houston|University of Texas at Austin|Brown University",ALL,"ADULT, OLDER_ADULT",NA,23,INTERVENTIONAL,2021-05-05,2022-08-31,"The University of Alabama, Tuscaloosa, Alabama, 35487-0348, United States"
NCT03319810,Effect of IVIG on Cerebral and Retinal Amyloid in Mild Cognitive Impairment Due to Alzheimer Disease,https://clinicaltrials.gov/study/NCT03319810,COMPLETED,Mild Cognitive Impairment,BIOLOGICAL: Octagam 10%,Sutter Health,,ALL,"ADULT, OLDER_ADULT",PHASE2,5,INTERVENTIONAL,2018-01-04,2018-07-19,"Sutter Neuroscience Medical Group, Sacramento, California, 95816, United States"
NCT04850807,Music & MEmory: A Pragmatic TRial for Nursing Home Residents With ALzheimer's Disease (METRIcAL)_part2,https://clinicaltrials.gov/study/NCT04850807,COMPLETED,Dementia,BEHAVIORAL: Music & Memory,Brown University,National Institute on Aging (NIA),ALL,"CHILD, ADULT, OLDER_ADULT",NA,990,INTERVENTIONAL,2021-05-14,2022-09-08,"PruittHealth, Norcross, Georgia, 30093, United States|Vetter Senior Living, Elkhorn, Nebraska, 68022, United States|CommuniCare Terrapins Division, Blue Ash, Ohio, 45241, United States|Good Samaritan Society, Sioux Falls, South Dakota, 57108, United States"
NCT05516147,SAFE at Home: A Service to Provide Social Engagement to Community-Dwelling Persons With Dementia,https://clinicaltrials.gov/study/NCT05516147,COMPLETED,"Alzheimer Disease|Dementia|Dementia, Vascular|Dementia, Mixed",BEHAVIORAL: SAFE at Home,Hopeful Aging,,ALL,"ADULT, OLDER_ADULT",NA,12,INTERVENTIONAL,2024-01-19,2024-04-10,"Hopeful Aging, Winchester, Massachusetts, 01890, United States"
NCT05515679,The BRAIN App: Building Relationships Using Artificial Intelligence and Nostalgia,https://clinicaltrials.gov/study/NCT05515679,COMPLETED,"Dementia|Dementia, Vascular|Alzheimer Disease|Dementia, Mixed",BEHAVIORAL: The BRAIN App,Hopeful Aging,,ALL,"ADULT, OLDER_ADULT",NA,45,INTERVENTIONAL,2022-07-13,2022-12-31,"The Hearthstone Institute, Winchester, Massachusetts, 01890, United States"
NCT04335110,"Assessing Acceptability, Cost, and Efficacy of STELLA-Support Via Technology",https://clinicaltrials.gov/study/NCT04335110,COMPLETED,Dementia|Alzheimer Disease|Caregiver Burnout|Family Members,BEHAVIORAL: STELLA (Support via TEchnology: Living and Learning with Advancing Alzheimer's disease and related dementias),Oregon Health and Science University,National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,28,INTERVENTIONAL,2021-03-24,2023-06-15,"Oregon Health and Science University, Layton Aging and Alzheimer's Disease Center, Portland, Oregon, 97239, United States"
NCT04247347,Tailored Health Self-Management Interventions for Highly Distressed Caregivers: Family Members of Persons With Dementia,https://clinicaltrials.gov/study/NCT04247347,COMPLETED,Stress|Carer Stress Syndrome|Dementia|Alzheimer Disease,BEHAVIORAL: Biofeedback Training|OTHER: Dementia Education|BEHAVIORAL: Resourcefulness Training,Case Western Reserve University,,ALL,"ADULT, OLDER_ADULT",NA,92,INTERVENTIONAL,2019-08-29,2022-06-21,"Case Western Reserve University, Cleveland, Ohio, 44106, United States"
NCT04009629,Dementia Risk and Dynamic Response to Exercise,https://clinicaltrials.gov/study/NCT04009629,COMPLETED,Alzheimer Disease 2 Due to Apoe4 Isoform|Healthy Aging,BEHAVIORAL: Moderate Intensity Aerobic Exercise,University of Kansas Medical Center,National Institute on Aging (NIA),ALL,OLDER_ADULT,NA,61,INTERVENTIONAL,2019-10-25,2021-10-28,"University of Kansas Alzheimer's Disease Center, Fairway, Kansas, 66205, United States"
NCT03134963,Cerebral Haemodynamic Changes During Cognitive Testing: A fTCD Study,https://clinicaltrials.gov/study/NCT03134963,COMPLETED,Mild Cognitive Impairment|Alzheimer Disease|Vascular Dementia|Healthy Controls,OTHER: Transcranial doppler ultrasonography|OTHER: Blood pressure monitoring|OTHER: Heart rate monitoring|OTHER: End tidal CO2 monitoring|OTHER: Addenbrooke's cognitive examination,University of Leicester,,ALL,"ADULT, OLDER_ADULT",,42,OBSERVATIONAL,2017-05-05,2017-12-01,"University Hospitals of Leicester NHS Trust, Leicester, Leicestershire, LE1 5WW, United Kingdom|Leicestershire Partnership Trust, Leicester, Leicestershire, United Kingdom"
NCT03240406,Multicultural Healthy Diet to Reduce Cognitive Decline,https://clinicaltrials.gov/study/NCT03240406,COMPLETED,Diet Modification|Cognitive Decline|Cognitive Change,OTHER: Multicultural Healthy Diet|OTHER: Usual Diet plus Self-Care,Albert Einstein College of Medicine,Penn State University|Kaiser Permanente|University of Minnesota|National Institute on Aging (NIA)|National Center for Advancing Translational Sciences (NCATS),ALL,"ADULT, OLDER_ADULT",NA,393,INTERVENTIONAL,2018-10-02,2023-08-30,"Albert Einstein College of Medicine, Bronx, New York, 10461, United States"
NCT01518374,Clinical Evaluation of Florbetapir F 18 (18F-AV-45),https://clinicaltrials.gov/study/NCT01518374,COMPLETED,Alzheimer Disease|Mild Cognitive Impairment|Neurodegenerative Diseases,DRUG: Florbetapir F 18,Avid Radiopharmaceuticals,,ALL,"ADULT, OLDER_ADULT",PHASE2,1768,INTERVENTIONAL,2009-12,2017-05-03,"Banner Health, Phoenix, Arizona, 85006, United States|Banner Sun Health Research Institute, Sun City, Arizona, 85351, United States|UC Davis, Davis, California, 95618, United States|UC Irvine, Irvine, California, 92697, United States|University of Southern California, Los Angeles, California, 90033, United States|UC Irvine, Orange, California, 92868, United States|UC San Francisco, San Francisco, California, 94121, United States|UC San Francisco Memory Center, San Francisco, California, 94143, United States|Mayo Clinic Jacksonville, Jacksonville, Florida, 32254, United States|Mt. Sinai Medical Center, Miami Beach, Florida, 33140, United States|Northwestern University, Chicago, Illinois, 60611, United States|University of Kansas, Kansas City, Kansas, 66160, United States|Johns Hopkins University, Baltimore, Maryland, 21287, United States|Massachusetts General Hospital, Boston, Massachusetts, 02114, United States|University of Mississippi Medical Center, Jackson, Mississippi, 39216, United States|Washington University School of Medicine, Saint Louis, Missouri, 63110, United States|Duke University, Durham, North Carolina, 27710, United States|Wake Forest University, Winston-Salem, North Carolina, 27104, United States|Jefferson, Philadelphia, Pennsylvania, 19107, United States|University of Pennsylvania, Philadelphia, Pennsylvania, 19107, United States|Butler Hospital, Providence, Rhode Island, 02906, United States|University of Tennessee, Knoxville, Tennessee, 37920, United States|Vanderbilt, Nashville, Tennessee, 37232, United States|UTSW, Dallas, Texas, 75231, United States|UTSW, Dallas, Texas, 75235, United States|UTSW, Dallas, Texas, 75390, United States"
NCT03333252,A Non-pharmacological Intervention for Patients With Alzheimer's Disease and Family Caregivers (Care Partners Program),https://clinicaltrials.gov/study/NCT03333252,COMPLETED,Caregiver,BEHAVIORAL: Intervention Condition|BEHAVIORAL: Control Condition,Weill Medical College of Cornell University,National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,352,INTERVENTIONAL,2018-01-29,2023-05-01,"University of Miami Miller School of Medicine, Miami, Florida, 33136, United States|Weill Cornell Medicine, New York, New York, 10065, United States"
NCT02959489,Risk Evaluation and Education for Alzheimer's Disease - the Study of Communicating Amyloid Neuroimaging (REVEAL-SCAN),https://clinicaltrials.gov/study/NCT02959489,COMPLETED,Alzheimer Disease|Amyloid Beta-Peptides|Risk Assessment|Education|Neuropsychological Tests|Neuroimaging,BEHAVIORAL: Alzheimer's Disease Risk Disclosure|BEHAVIORAL: Amyloid Brain Imaging and Alzheimer's Disease Risk Disclosure,Brigham and Women's Hospital,University of Pennsylvania|University of Michigan|Duke University|Boston University|National Institute on Aging (NIA),ALL,OLDER_ADULT,NA,315,INTERVENTIONAL,2016-11,2021-04-29,"Brigham and Women's Hospital, Boston, Massachusetts, 02115, United States|University of Michigan, Ann Arbor, Michigan, 48109, United States|Duke University, Durham, North Carolina, 27705, United States|University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States"
NCT03475316,Movement Intervention for Memory Enhancement,https://clinicaltrials.gov/study/NCT03475316,COMPLETED,"Alzheimer Disease|Dementia|Cognitive Decline|Cognitive Impairment|Dementia, Alzheimer Type",BEHAVIORAL: Social Dancing|BEHAVIORAL: Treadmill Walking,Albert Einstein College of Medicine,National Institute on Aging (NIA),ALL,OLDER_ADULT,NA,25,INTERVENTIONAL,2019-03-28,2020-06-30,"Albert Einstein College of Medicine, Bronx, New York, 10461, United States"
NCT05004688,A Trial to Evaluate the Effects of BCG in Adults With MCI and Mild-to-Moderate AD,https://clinicaltrials.gov/study/NCT05004688,COMPLETED,Mild Cognitive Impairment|Mild Dementia|Moderate Dementia|Alzheimer Disease,BIOLOGICAL: Biological/Vaccine: Bacillus Calmette-Guerin (BCG),"Steven E Arnold, MD",,ALL,"ADULT, OLDER_ADULT",PHASE2,15,INTERVENTIONAL,2022-03-25,2024-01-15,"Alzheimer's Clinical and Translational Research Unit, Charlestown, Massachusetts, 02129, United States"
NCT03124550,Development of An Exergame for Caregivers of Individuals With Alzheimer's Disease or Related Dementias,https://clinicaltrials.gov/study/NCT03124550,COMPLETED,"Sedentary Lifestyle|Stress, Psychological",BEHAVIORAL: Exergame Experience,Brandeis University,National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,18,INTERVENTIONAL,2017-05-11,2019-09-20,"Northeastern University, Boston, Massachusetts, 02115, United States"
NCT03821844,Music & MEmory: A Pragmatic TRial for Nursing Home Residents With ALzheimer's Disease_part1,https://clinicaltrials.gov/study/NCT03821844,COMPLETED,Dementia,BEHAVIORAL: Music and Memory,Brown University,Westat|National Institute on Aging (NIA),ALL,"CHILD, ADULT, OLDER_ADULT",NA,1073,INTERVENTIONAL,2019-06-03,2021-12-31,"PruittHealth, Norcross, Georgia, 30093, United States|Vetter Senior Living, Elkhorn, Nebraska, 68022, United States|CommuniCare Terrapins Division, Blue Ash, Ohio, 45241, United States|Good Samaritan Society, Sioux Falls, South Dakota, 57108, United States"
NCT05422885,Safety and Feasibility of Dasatinib and Quercetin in Adults at Risk for Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05422885,COMPLETED,Aging,DRUG: Dasatinib|DRUG: Quercetin,Lewis Lipsitz,,ALL,OLDER_ADULT,PHASE1|PHASE2,15,INTERVENTIONAL,2022-05-20,2024-01-24,"Hebrew Senior Life, Boston, Massachusetts, 02131, United States"
NCT02612688,Pragmatic Trial of Video Education in Nursing Homes,https://clinicaltrials.gov/study/NCT02612688,COMPLETED,"Alzheimer Disease|Dementia|Heart Failure|Pulmonary Disease, Chronic Obstructive",BEHAVIORAL: ACP Video Program,Brown University,National Institute on Aging (NIA)|Hebrew SeniorLife|Massachusetts General Hospital|Genesis HealthCare|PruittHealth,ALL,OLDER_ADULT,NA,197692,INTERVENTIONAL,2016-03-01,2019-05-31,"PruittHealth, Norcross, Georgia, 30093, United States|Genesis HealthCare, Kennett Square, Pennsylvania, 19348, United States"
NCT06038643,Intergenerational Behavioral Intervention to Enhance Physical Activity in Older Adults at Risk for Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06038643,COMPLETED,Physical Inactivity,BEHAVIORAL: Motivational behavioural intervention and daily activities monitoring|BEHAVIORAL: Active Control,Douglas Mental Health University Institute,Montreal Neurological Institute and Hospital|McGill University|National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,83,INTERVENTIONAL,2023-10-08,2024-05-30,"Douglas Mental Health University Institute, Montréal, Quebec, H4H 1R3, Canada"
NCT03244917,Trial to Reduce Antimicrobial Use In Nursing Home Residents With Alzheimer's Disease and Other Dementias,https://clinicaltrials.gov/study/NCT03244917,COMPLETED,"Dementia|Infection, Bacterial",BEHAVIORAL: TRAIN-AD,Hebrew SeniorLife,,ALL,"ADULT, OLDER_ADULT",NA,430,INTERVENTIONAL,2017-10-15,2020-03-10,"Hebrew SeniorLife, Boston, Massachusetts, 02131, United States"
NCT05516134,All About Me: An Intervention to Ease the Transition to Long Term Care,https://clinicaltrials.gov/study/NCT05516134,COMPLETED,"Dementia|Alzheimer Disease|Dementia, Vascular|Dementia, Mixed|Dementia of Alzheimer Type",BEHAVIORAL: SAFE at Home,Hopeful Aging,,ALL,"ADULT, OLDER_ADULT",NA,51,INTERVENTIONAL,2024-04-18,2024-07-05,"Hopeful Aging, Winchester, Massachusetts, 01890, United States"
NCT04146545,CommunityRx-Dementia,https://clinicaltrials.gov/study/NCT04146545,COMPLETED,Health Related Social Needs (HRSN),"BEHAVIORAL: Community Rx-Dementia ""CRxD"" Caregiver Resources",University of Chicago,National Institute on Aging (NIA),ALL,"CHILD, ADULT, OLDER_ADULT",NA,360,INTERVENTIONAL,2019-12-16,2024-03-19,"University of Chicago, Chicago, Illinois, 60637, United States"
NCT01951118,Olfactory Deficits and Donepezil Treatment in Cognitively Impaired Elderly,https://clinicaltrials.gov/study/NCT01951118,COMPLETED,"Alzheimer Disease|Mild Cognitive Impairment|Delirium, Dementia, Amnestic, Cognitive Disorders",DRUG: Donepezil,New York State Psychiatric Institute,National Institutes of Health (NIH)|National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",PHASE4,121,INTERVENTIONAL,2013-10,2019-05,"New York State Psychiatric Institute, New York, New York, 10032, United States"
NCT04049643,Hearing Aid and Individuals With Cognitive Disorders,https://clinicaltrials.gov/study/NCT04049643,COMPLETED,"Presbycusis, Bilateral|Alzheimer Disease 2 Due to Apoe4 Isoform|Mild Cognitive Impairment",DEVICE: Audiologist-based fitting|DEVICE: Service-only Fitting|DEVICE: Device-only fitting,Yu-Hsiang Wu,Vanderbilt University Medical Center|National Institute on Deafness and Other Communication Disorders (NIDCD),ALL,"ADULT, OLDER_ADULT",NA,17,INTERVENTIONAL,2019-12-01,2024-11-07,"University of Iowa, Iowa City, Iowa, 52242, United States|Vanderbilt University Medical Center, Nashville, Tennessee, 37232, United States"
